sampledate,depth,wtemp,o2
5/24/84,12,9.4,9.4
5/24/84,13,9.2,9.1
5/24/84,14,9,8.9
5/24/84,15,8.8,8.6
5/24/84,16,8.7,8.3
5/24/84,17,8.5,7.9
5/24/84,18,8.4,7.3
5/24/84,19,8.4,7.1
6/6/84,0,17.9,9.9
6/6/84,1,17.6,9.9
6/6/84,2,17.2,10
6/6/84,3,17.1,10
6/6/84,4,17,10
6/6/84,5,16.8,10
6/6/84,6,16.2,10.4
6/6/84,7,15.4,10.6
6/6/84,8,13.7,10.6
6/6/84,9,13.2,10.6
6/6/84,10,12.5,10.7
6/6/84,11,11.2,10
6/6/84,12,10.8,9.2
6/6/84,13,10.1,7
6/6/84,14,9.5,6
6/6/84,15,9.3,5.4
6/6/84,16,9.2,4.5
6/6/84,17,9.1,4.3
6/6/84,18,9.1,4.1
6/6/84,19,9.1,4.2
6/20/84,0,19.7,9.3
6/20/84,1,19.7,9.2
6/20/84,2,19.6,9.1
6/20/84,3,19.5,9.2
6/20/84,4,19.5,9.1
6/20/84,5,19.4,9.2
6/20/84,6,19.3,9.1
6/20/84,7,18.2,9.2
6/20/84,8,17.2,8.8
6/20/84,9,16.2,8.7
6/20/84,10,14.7,7.9
6/20/84,11,13.7,8
6/20/84,12,11.4,6.1
6/20/84,13,10.6,5.1
6/20/84,14,10.1,3.2
6/20/84,15,9.8,2.7
6/20/84,16,9.6,2.2
6/20/84,17,9.5,1.7
6/20/84,18,9.4,1
6/20/84,19,9.3,0.8
7/3/84,0,21.2,9
7/3/84,1,21.2,9
7/3/84,2,21.2,9
7/3/84,3,21.2,9
7/3/84,4,21.1,9
7/3/84,5,20.9,9
7/3/84,6,20.6,8.9
7/3/84,7,19.9,9
7/3/84,8,19.6,9
7/3/84,9,17.6,8.4
7/3/84,10,15.3,7
7/3/84,11,13.4,6.9
7/3/84,12,12.1,5.5
7/3/84,13,11.3,4
7/3/84,14,10.5,1.9
7/3/84,15,9.9,0.9
7/3/84,16,9.6,0.4
7/3/84,17,9.6,0.3
7/3/84,18,9.4,0.2
7/3/84,19,9.4,0.2
7/17/84,0,20.6,8.5
7/17/84,1,20.7,8.4
7/17/84,2,20.7,8.4
7/17/84,3,20.7,
7/17/84,4,20.7,
7/17/84,5,20.7,
7/17/84,6,20.7,
7/17/84,7,20.7,
7/17/84,8,20.6,
7/17/84,9,18.7,
7/17/84,10,17.1,
7/17/84,11,13.4,
7/17/84,12,12.6,
7/17/84,13,11.7,
7/17/84,14,10.9,
7/17/84,15,10.6,
7/17/84,16,10.1,
7/17/84,17,9.8,
7/17/84,18,9.6,
7/17/84,19,9.6,
8/1/84,0,22.3,8.5
8/1/84,1,22.4,8.4
8/1/84,2,22.4,8.4
8/1/84,3,22.4,8.4
8/1/84,4,22.3,8.4
8/1/84,5,22.3,8.4
8/1/84,6,22.2,8.4
8/1/84,7,22.1,8.3
8/1/84,8,21.6,8.5
8/1/84,9,19.9,8.5
8/1/84,10,18.1,8.1
8/1/84,11,14.4,5.3
8/1/84,12,12.9,3.4
8/1/84,13,11.4,0.2
8/1/84,14,10.8,0.1
8/1/84,15,10.1,0.1
8/1/84,16,9.9,0.1
8/1/84,17,9.6,0.1
8/1/84,18,9.6,0.1
8/1/84,19,9.5,0.1
8/13/84,0,23.2,8.5
8/13/84,1,23.1,8.4
8/13/84,2,23.1,8.3
8/13/84,3,23,7.9
8/13/84,4,22.9,7.5
8/13/84,5,22.8,7.3
8/13/84,6,22.8,7
8/13/84,7,22.7,6.7
8/13/84,8,22.2,6.5
8/13/84,9,20.9,5.9
8/13/84,10,18.1,4.1
8/13/84,11,15.4,2.5
8/13/84,12,13.1,0.2
8/13/84,13,11.6,0
8/13/84,14,10.9,0
8/13/84,15,10.3,0
8/13/84,16,9.9,0
8/13/84,17,9.7,0
8/13/84,18,9.6,0
8/13/84,19,9.5,0
9/4/84,0,19.9,7.7
9/4/84,1,19.9,7.7
9/4/84,2,19.8,7.8
9/4/84,3,19.6,8
9/4/84,4,19.6,7.9
9/4/84,5,19.5,7.9
9/4/84,6,19.4,7.9
9/4/84,7,19.4,7.9
9/4/84,8,19.4,7.8
9/4/84,9,19.4,7.8
9/4/84,10,18.9,6.7
9/4/84,11,18.3,5.6
9/4/84,12,13.6,0.3
9/4/84,13,12.3,0.2
9/4/84,14,11,0.2
9/4/84,15,10.3,0.2
9/4/84,16,9.7,0.2
9/4/84,17,9.7,0.2
9/4/84,18,9.6,0.2
9/4/84,19,9.6,0.1
9/25/84,0,16.1,8.9
9/25/84,1,16.1,8.8
9/25/84,2,16.1,8.8
9/25/84,3,16.1,8.8
9/25/84,4,16.1,8.8
9/25/84,5,16.1,8.8
9/25/84,6,16.1,8.8
9/25/84,7,16.1,8.8
9/25/84,8,16.1,8.8
9/25/84,9,16.1,8.8
9/25/84,10,16.1,8.8
9/25/84,11,16.1,8.8
9/25/84,12,16.1,8.8
9/25/84,13,16.1,8.8
9/25/84,14,12.1,0.6
9/25/84,15,10.4,0.2
9/25/84,16,9.8,0.2
9/25/84,17,9.7,0.2
9/25/84,18,9.5,0.2
9/25/84,19,9.4,0.2
10/15/84,0,13.6,9.7
10/15/84,1,13.6,9.7
10/15/84,2,13.5,9.7
10/15/84,3,13.5,9.7
10/15/84,4,13.6,9.7
10/15/84,5,13.5,9.7
10/15/84,6,13.6,9.6
10/15/84,7,13.6,9.6
10/15/84,8,13.5,9.5
10/15/84,9,13.6,9.5
10/15/84,10,13.5,8.3
10/15/84,11,13.3,8.2
10/15/84,12,13.2,8
10/15/84,13,13.1,7.5
10/15/84,14,12.9,5.5
10/15/84,15,12.6,3.2
10/15/84,16,12,0.5
10/15/84,17,10.4,0.2
10/15/84,18,9.8,0.2
10/15/84,19,9.6,0.2
11/5/84,0,6.5,10.6
11/5/84,1,6.5,10.6
11/5/84,2,6.5,10.6
11/5/84,3,6.5,10.6
11/5/84,4,6.4,10.6
11/5/84,5,6.4,10.6
11/5/84,6,6.4,10.6
11/5/84,7,6.4,10.5
11/5/84,8,6.4,10.5
11/5/84,9,6.4,10.5
11/5/84,10,6.4,10.5
11/5/84,11,6.3,10.4
11/5/84,12,6.3,10.4
11/5/84,13,6.3,10.4
11/5/84,14,6.3,10.4
11/5/84,15,6.2,10.4
11/5/84,16,6.2,10.4
11/5/84,17,6.2,10.4
11/5/84,18,6.2,10.4
11/5/84,19,6.1,10.4
1/9/85,0,0.8,14.2
1/9/85,1,1,13.2
1/9/85,2,1.3,12.4
1/9/85,3,1.4,12
1/9/85,4,1.5,11.6
1/9/85,5,1.5,11.6
1/9/85,6,1.6,11.7
1/9/85,7,1.7,11.6
1/9/85,8,1.7,11.4
1/9/85,9,1.8,11.1
1/9/85,10,1.9,10.6
1/9/85,11,2,10.3
1/9/85,12,2.1,9.8
1/9/85,13,2.2,8.3
1/9/85,14,2.5,7.5
1/9/85,15,2.6,6.2
1/9/85,16,2.7,5.3
1/9/85,17,2.8,3.6
2/26/85,0,0.1,14.1
2/26/85,0.5,,
2/26/85,1,0.7,13.2
2/26/85,2,1.5,11.8
2/26/85,3,1.8,11
2/26/85,4,2,10.8
2/26/85,5,2,10.4
2/26/85,6,2.1,10.3
2/26/85,7,2.2,9.9
2/26/85,8,2.2,9.6
2/26/85,9,2.4,9
2/26/85,10,2.5,8.8
2/26/85,11,2.5,8.3
2/26/85,12,2.6,7.3
2/26/85,13,2.8,6.6
2/26/85,14,2.9,5.7
2/26/85,15,3,5
2/26/85,16,3.1,2.4
2/26/85,17,3.3,0.3
2/26/85,18,3.5,0.2
2/26/85,19,3.9,0.2
3/27/85,0,0.6,13.4
3/27/85,0.5,,
3/27/85,1,1.4,13
3/27/85,2,2.4,11
3/27/85,3,2.5,10.8
3/27/85,4,2.5,10.8
3/27/85,5,2.5,10.5
3/27/85,6,2.5,9.7
3/27/85,7,2.6,9.1
3/27/85,8,2.6,8.3
3/27/85,9,2.7,8
3/27/85,10,2.8,7.6
3/27/85,11,2.9,7.4
3/27/85,12,2.9,6.8
3/27/85,13,3,5.6
3/27/85,14,3.1,4.7
3/27/85,15,3.2,4
3/27/85,16,3.4,0.6
3/27/85,17,3.5,0.3
3/27/85,18,3.9,0.3
3/27/85,19,4.2,0.2
4/11/85,0,,
4/11/85,1,,
4/11/85,2,,
4/11/85,3,,
4/11/85,4,,
4/11/85,5,,
4/11/85,6,,
4/11/85,7,,
4/11/85,8,,
4/11/85,9,,
4/11/85,10,,
4/11/85,11,,
4/11/85,12,,
4/11/85,13,,
4/11/85,14,,
4/11/85,15,,
4/11/85,16,,
4/11/85,19,,
5/1/85,0,7.6,11.3
5/1/85,1,7.5,11.3
5/1/85,2,7.4,11.2
5/1/85,3,7.3,11.2
5/1/85,4,7.2,11.2
5/1/85,5,6.9,11.1
5/1/85,6,6.8,11.1
5/1/85,7,6.7,11
5/1/85,8,6.6,10.9
5/1/85,9,6.5,10.9
5/1/85,10,6.4,10.8
5/1/85,11,6.4,10.8
5/1/85,12,6.3,10.6
5/1/85,13,6.1,10.4
5/1/85,14,6,10.2
5/1/85,15,5.9,10
5/1/85,16,5.9,9.9
5/1/85,17,5.8,9.8
5/1/85,18,5.7,9.5
5/1/85,19,5.7,9.3
5/14/85,0,13.7,10.7
5/14/85,1,13.6,10.7
5/14/85,2,13.5,10.7
5/14/85,3,13.1,10.7
5/14/85,4,12.6,11
5/14/85,5,12.3,11
5/14/85,6,12.1,11.1
5/14/85,7,12,11.2
5/14/85,8,10.7,11.5
5/14/85,9,9,11.7
5/14/85,10,8.4,10.7
5/14/85,11,8,10.2
5/14/85,12,7.8,9.8
5/14/85,13,7.4,9.5
5/14/85,14,7.3,9.4
5/14/85,15,7.3,9.2
5/14/85,16,7.1,8.8
5/14/85,17,7.1,8.6
5/14/85,18,7.1,8.6
5/14/85,19,7,8.5
5/30/85,0,15.8,9.7
5/30/85,1,15.8,9.7
5/30/85,2,15.8,9.8
5/30/85,3,15.8,9.8
5/30/85,4,15.8,9.8
5/30/85,5,15.6,9.8
5/30/85,6,14.8,10.2
5/30/85,7,13.6,9.9
5/30/85,8,12.4,10.2
5/30/85,9,11.3,10.1
5/30/85,10,9.7,8.9
5/30/85,11,9.2,8.4
5/30/85,12,8.5,8.7
5/30/85,13,8,8.1
5/30/85,14,7.9,7.6
5/30/85,15,7.6,5.4
5/30/85,16,7.5,4.4
5/30/85,17,7.5,4
5/30/85,18,7.4,3.2
5/30/85,19,7.4,3
6/13/85,0,16.5,9.8
6/13/85,1,16.5,9.7
6/13/85,2,16.5,9.6
6/13/85,3,16.4,9.6
6/13/85,4,16.4,9.6
6/13/85,5,16.4,9.6
6/13/85,6,16.4,9.6
6/13/85,7,16.4,9.6
6/13/85,8,16.4,9.6
6/13/85,9,12.5,8.2
6/13/85,10,10.9,7.7
6/13/85,11,10.3,7.3
6/13/85,12,9.3,6.7
6/13/85,13,8.7,5.5
6/13/85,14,8.2,4.6
6/13/85,15,8.1,4.2
6/13/85,16,8,3.9
6/13/85,17,7.9,3
6/13/85,18,7.9,2.9
6/13/85,19,7.9,2.5
6/26/85,0,18.7,9.3
6/26/85,1,18.5,9.4
6/26/85,2,18.2,9.4
6/26/85,3,17.7,9.4
6/26/85,4,17.6,9.5
6/26/85,5,17.5,9.5
6/26/85,6,17.4,9.4
6/26/85,7,17.1,9.3
6/26/85,8,17,9.2
6/26/85,9,16.7,8.8
6/26/85,10,15.4,7.6
6/26/85,11,11.2,5.3
6/26/85,12,9.7,4.8
6/26/85,13,9.3,4.5
6/26/85,14,8.7,3.5
6/26/85,15,8.3,2.2
6/26/85,16,8.1,1.7
6/26/85,17,8,1
6/26/85,18,8,0.5
6/26/85,19,7.9,0.4
7/9/85,0,21.8,8.8
7/9/85,1,21.8,8.8
7/9/85,2,21.7,8.8
7/9/85,3,21.7,8.8
7/9/85,4,21.7,8.8
7/9/85,5,20.5,9.2
7/9/85,6,19.3,9.6
7/9/85,7,17.9,9.5
7/9/85,8,17.5,8.7
7/9/85,9,16.5,7.3
7/9/85,10,15.6,6.5
7/9/85,11,11.8,3.4
7/9/85,12,10.8,2.9
7/9/85,13,10,2.6
7/9/85,14,8.8,1.5
7/9/85,15,8.5,0.8
7/9/85,16,8.3,0.5
7/9/85,17,8.3,0.3
7/9/85,18,8.2,0.1
7/9/85,19,8.2,0.1
7/25/85,0,21.3,8.6
7/25/85,1,21.3,8.5
7/25/85,2,21.3,8.5
7/25/85,3,21.2,8.5
7/25/85,4,21.1,8.5
7/25/85,5,21.1,8.5
7/25/85,6,21,8.5
7/25/85,7,20.9,8.4
7/25/85,8,19.8,8.6
7/25/85,9,17.4,6.9
7/25/85,10,14.7,3.7
7/25/85,11,13,1.8
7/25/85,12,11,1.3
7/25/85,13,9.5,0.5
7/25/85,14,8.9,0.2
7/25/85,15,8.5,0.2
7/25/85,16,8.3,0.2
7/25/85,17,8.2,0.2
7/25/85,18,8.2,0.2
7/25/85,19,8.1,0.2
8/8/85,0,22.4,8.2
8/8/85,1,22.4,8.3
8/8/85,2,22.4,8.3
8/8/85,3,22.3,8.3
8/8/85,4,22.3,8.3
8/8/85,5,22.3,8.3
8/8/85,6,22.3,8.3
8/8/85,7,22.2,8.3
8/8/85,8,22.1,8.1
8/8/85,9,18.5,6.5
8/8/85,10,16.1,4.6
8/8/85,11,13.6,1.9
8/8/85,12,11,0.6
8/8/85,13,9.8,0.2
8/8/85,14,8.9,0.1
8/8/85,15,8.6,0.1
8/8/85,16,8.4,0.1
8/8/85,17,8.3,0.1
8/8/85,18,8.2,0.1
8/8/85,19,8.2,0.1
8/21/85,0,19.9,8.1
8/21/85,1,19.1,8.1
8/21/85,2,18.9,8
8/21/85,3,18.8,8
8/21/85,4,18.7,8
8/21/85,5,18.6,8
8/21/85,6,18.6,8
8/21/85,7,18.6,8
8/21/85,8,18.6,8
8/21/85,9,18.6,8
8/21/85,10,18.4,7.8
8/21/85,11,15,1.2
8/21/85,12,11.8,0.6
8/21/85,13,10.3,0.2
8/21/85,14,9.5,0.2
8/21/85,15,8.9,0.1
8/21/85,16,8.5,0.1
8/21/85,17,8.3,0.1
8/21/85,18,8.2,0.1
8/21/85,19,8.2,0.1
9/11/85,0,18.8,8.6
9/11/85,1,18.8,8.6
9/11/85,2,18.7,8.6
9/11/85,3,18.7,8.6
9/11/85,4,18.6,8.6
9/11/85,5,18.6,8.6
9/11/85,6,18.6,8.6
9/11/85,7,18.5,8.6
9/11/85,8,18.5,8.6
9/11/85,9,18.5,8.5
9/11/85,10,17.9,6.2
9/11/85,11,16.4,3.3
9/11/85,12,13.6,0.4
9/11/85,13,11,0.2
9/11/85,14,9.7,0.1
9/11/85,15,8.7,0.1
9/11/85,16,8.5,0.1
9/11/85,17,8.3,0.1
9/11/85,18,8.3,0.1
9/11/85,19,8.3,0.1
10/3/85,0,12.2,8.9
10/3/85,1,12.2,8.8
10/3/85,2,12.2,8.8
10/3/85,3,12.2,8.8
10/3/85,4,12.2,8.8
10/3/85,5,12.2,8.8
10/3/85,6,12.2,8.8
10/3/85,7,12.1,8.8
10/3/85,8,12.1,8.8
10/3/85,9,12.1,8.8
10/3/85,10,12.1,8.7
10/3/85,11,12.1,8.7
10/3/85,12,12.1,8.7
10/3/85,13,12.1,8.6
10/3/85,14,12.1,8.6
10/3/85,15,11.5,6.1
10/3/85,16,9,0.1
10/3/85,17,8.3,0.1
10/3/85,18,8.2,0.1
10/3/85,19,8.1,0.1
10/25/85,0,9.4,9.7
10/25/85,1,9.4,9.6
10/25/85,2,9.4,9.6
10/25/85,3,9.4,9.6
10/25/85,4,9.4,9.6
10/25/85,5,9.4,9.6
10/25/85,6,9.4,9.6
10/25/85,7,9.4,9.6
10/25/85,8,9.4,9.6
10/25/85,9,9.4,9.6
10/25/85,10,9.4,9.6
10/25/85,11,9.4,9.6
10/25/85,12,9.4,9.6
10/25/85,13,9.4,9.6
10/25/85,14,9.4,9.6
10/25/85,15,9.4,9.6
10/25/85,16,9.4,9.6
10/25/85,17,9.4,9.6
10/25/85,18,9.4,9.6
10/25/85,19,9.3,9.6
11/13/85,0,5.2,11.1
11/13/85,1,5.2,11.1
11/13/85,2,5.2,11.1
11/13/85,3,5.2,11
11/13/85,4,5.2,11.1
11/13/85,5,5.1,11.1
11/13/85,6,5.1,11.1
11/13/85,7,5.1,11
11/13/85,8,5.1,11.1
11/13/85,9,5.1,11.1
11/13/85,10,5.1,11.1
11/13/85,11,5.1,11.1
11/13/85,12,5.1,11.1
11/13/85,13,5,11.1
11/13/85,14,5,11
11/13/85,15,5,11.1
11/13/85,16,5,11
11/13/85,17,5,11
11/13/85,18,5,11
11/13/85,19,5,11
1/8/86,0,0.4,13.1
1/8/86,0.5,,
1/8/86,1,0.9,12.1
1/8/86,2,1.6,11.7
1/8/86,3,1.9,11.3
1/8/86,4,2.1,11.1
1/8/86,5,2.2,10.9
1/8/86,6,2.4,10.3
1/8/86,7,2.3,10.3
1/8/86,8,2.5,9.9
1/8/86,9,2.7,9
1/8/86,10,2.7,9
1/8/86,11,2.8,8.8
1/8/86,12,2.9,8.1
1/8/86,13,3,7.7
1/8/86,14,3,7.2
1/8/86,15,3.2,5.6
1/8/86,16,3.4,4.7
1/8/86,17,3.6,3
1/8/86,18,3.7,1.3
2/26/86,0,0.8,11.9
2/26/86,0.5,,
2/26/86,1,0.8,11.8
2/26/86,2,1.7,11.1
2/26/86,3,2.1,10.6
2/26/86,4,2.3,10.1
2/26/86,5,2.4,9.9
2/26/86,6,2.5,9.5
2/26/86,7,2.6,8.9
2/26/86,8,2.7,8.5
2/26/86,9,2.9,7.4
2/26/86,10,3,7.2
2/26/86,11,3.1,6.4
2/26/86,12,3.2,5.8
2/26/86,13,3.3,5.6
2/26/86,14,3.4,5.1
2/26/86,15,3.4,4.6
2/26/86,16,3.7,3.3
2/26/86,17,3.9,2.5
2/26/86,18,4,1.6
2/26/86,19,4.3,0.6
4/1/86,0,1.5,11.7
4/1/86,1,1.7,11.5
4/1/86,2,2.3,11.3
4/1/86,3,2.7,10.3
4/1/86,4,2.8,9.3
4/1/86,5,2.9,9.1
4/1/86,6,3,8.4
4/1/86,7,3,7.6
4/1/86,8,3.1,7
4/1/86,9,3.3,6.5
4/1/86,10,3.4,6
4/1/86,11,3.4,5.5
4/1/86,12,3.5,5.1
4/1/86,13,3.6,4.9
4/1/86,14,3.7,4.5
4/1/86,15,3.7,3.9
4/1/86,16,3.8,2.9
4/1/86,17,4.1,0.5
4/1/86,18,4.3,0.5
4/23/86,0,6,12.2
4/23/86,1,5.9,12.2
4/23/86,2,5.8,12.2
4/23/86,3,5.8,12.2
4/23/86,4,5.8,12.2
4/23/86,5,5.7,12.2
4/23/86,6,5.7,12.2
4/23/86,7,5.7,12.2
4/23/86,8,5.6,12.2
4/23/86,9,5.6,12.2
4/23/86,10,5.6,12.2
4/23/86,11,5.6,12.2
4/23/86,12,5.4,12.2
4/23/86,13,5.4,12.2
4/23/86,14,5.6,12.2
4/23/86,15,5.5,12.2
4/23/86,16,5.4,12.2
4/23/86,17,5.3,12.1
4/23/86,18,5.3,12.1
4/23/86,19,5.4,12
5/8/86,0,11.2,11
5/8/86,1,11.1,11.1
5/8/86,2,11.1,11.1
5/8/86,3,11,11.1
5/8/86,4,11,11.1
5/8/86,5,10.9,11
5/8/86,6,10.8,11
5/8/86,7,10.7,11
5/8/86,8,10.6,11
5/8/86,9,10.6,11
5/8/86,10,10.5,10.9
5/8/86,11,10.5,10.9
5/8/86,12,10.5,10.8
5/8/86,13,10.4,10.8
5/8/86,14,10.2,10.7
5/8/86,15,10.1,10.4
5/8/86,16,10.1,10.3
5/8/86,17,10.2,10.1
5/8/86,18,10,9.3
5/8/86,19,9.9,9.1
5/19/86,0,13.8,10.3
5/19/86,1,13.8,10.3
5/19/86,2,13.8,10.3
5/19/86,3,13.7,10.3
5/19/86,4,13.7,10.3
5/19/86,5,13.4,10.5
5/19/86,6,11.9,11
5/19/86,7,11.7,11
5/19/86,8,11.5,10.9
5/19/86,9,11.1,10.3
5/19/86,10,11,10.3
5/19/86,11,10.6,9.5
5/19/86,12,10.4,9.2
5/19/86,13,10.3,8.1
5/19/86,14,10.1,7.1
5/19/86,15,10.1,6.8
5/19/86,16,10,5.6
5/19/86,17,10,5.4
5/19/86,18,10,5.4
5/19/86,19,10,4.7
6/4/86,0,18.4,9.1
6/4/86,1,18.2,9.2
6/4/86,2,17.6,9.2
6/4/86,3,17.5,9.3
6/4/86,4,17.4,9.4
6/4/86,5,16.9,9.7
6/4/86,6,16.6,9.7
6/4/86,7,16.3,9.8
6/4/86,8,13.9,10
6/4/86,9,13,9.9
6/4/86,10,11.8,8.8
6/4/86,11,11.7,8.6
6/4/86,12,11.3,7.4
6/4/86,13,10.9,5.9
6/4/86,14,10.7,4.8
6/4/86,15,10.5,4.1
6/4/86,16,10.4,3.2
6/4/86,17,10.3,2.6
6/4/86,18,10.2,2.3
6/4/86,19,10.2,2
6/18/86,0,19.1,9.2
6/18/86,1,18.9,9.3
6/18/86,2,18.7,9.3
6/18/86,3,18.6,9.2
6/18/86,4,18.1,9.2
6/18/86,5,17.9,9.2
6/18/86,6,17.8,9.2
6/18/86,7,17.8,9.2
6/18/86,8,17.5,9.1
6/18/86,9,14.3,8.9
6/18/86,10,13,8.5
6/18/86,11,12.4,7.8
6/18/86,12,11.8,6.5
6/18/86,13,11.1,3.4
6/18/86,14,10.7,1.8
6/18/86,15,10.5,0.8
6/18/86,16,10.4,0.4
6/18/86,17,10.3,0.4
6/18/86,18,10.3,0.3
6/18/86,19,10.3,0.3
7/1/86,0,20.6,9.2
7/1/86,1,20.6,9.1
7/1/86,2,20.7,9.1
7/1/86,3,20.7,9.1
7/1/86,4,20.7,9
7/1/86,5,20.6,9
7/1/86,6,20.3,9.1
7/1/86,7,20,9.3
7/1/86,8,19,9.2
7/1/86,9,16.4,8.7
7/1/86,10,14.9,7.1
7/1/86,11,13.4,6.7
7/1/86,12,11.9,4.2
7/1/86,13,11.9,2.9
7/1/86,14,11.4,1.6
7/1/86,15,10.9,1.2
7/1/86,16,11,0.6
7/1/86,17,10.8,0.3
7/1/86,18,10.6,0.2
7/1/86,19,10.3,0.2
7/16/86,0,20.7,8.7
7/16/86,1,20.7,8.7
7/16/86,2,20.7,8.7
7/16/86,3,20.7,8.6
7/16/86,4,20.7,8.6
7/16/86,5,20.6,8.6
7/16/86,6,20.6,8.5
7/16/86,7,20.4,8.3
7/16/86,8,20.3,8.3
7/16/86,9,18.5,8.2
7/16/86,10,14.9,5.5
7/16/86,11,13.6,5.7
7/16/86,12,12.3,3.3
7/16/86,13,11.4,1.3
7/16/86,14,11,0.4
7/16/86,15,10.7,0.2
7/16/86,16,10.5,0.2
7/16/86,17,10.4,0.2
7/16/86,18,10.3,0.2
7/16/86,19,10.2,0.2
7/30/86,0,24.3,8
7/30/86,1,24.2,7.8
7/30/86,2,24.2,7.7
7/30/86,3,24.1,7.7
7/30/86,4,23.9,7.7
7/30/86,5,23.9,7.5
7/30/86,6,23.8,7.6
7/30/86,7,23,7.7
7/30/86,8,21.4,7.4
7/30/86,9,19.2,6.7
7/30/86,10,16.6,5.5
7/30/86,11,14.3,3.9
7/30/86,12,13,1.9
7/30/86,13,12.4,0.7
7/30/86,14,11.7,0.3
7/30/86,15,11.3,0.3
7/30/86,16,11,0.2
7/30/86,17,10.9,0.2
7/30/86,18,10.8,0.2
7/30/86,19,10.7,0.2
8/12/86,0,21.3,8.3
8/12/86,1,21.3,8.3
8/12/86,2,21.3,8.3
8/12/86,3,21.3,8.3
8/12/86,4,21.3,8.3
8/12/86,5,21.3,8.3
8/12/86,6,21.4,8.3
8/12/86,7,21.4,8.3
8/12/86,8,21.4,8.3
8/12/86,9,21.1,8.2
8/12/86,10,17.4,5.1
8/12/86,11,14.9,3.5
8/12/86,12,13.2,0.9
8/12/86,13,12.3,0.4
8/12/86,14,11.7,0.1
8/12/86,15,11.2,0.1
8/12/86,16,10.9,0.1
8/12/86,17,10.8,0.1
8/12/86,18,10.7,0.1
8/12/86,19,10.6,0.1
8/25/86,0,20.3,8.6
8/25/86,1,20.3,8.6
8/25/86,2,20.3,8.6
8/25/86,3,20.3,8.6
8/25/86,4,20.3,8.6
8/25/86,5,20.3,8.6
8/25/86,6,20.3,8.6
8/25/86,7,20.3,8.6
8/25/86,8,20.3,8.6
8/25/86,9,20.2,8.5
8/25/86,10,20.2,8.5
8/25/86,11,15.8,3.2
8/25/86,12,13.4,0.7
8/25/86,13,12.3,0.2
8/25/86,14,11.9,0.2
8/25/86,15,11.3,0.1
8/25/86,16,10.9,0.1
8/25/86,17,10.6,0.1
8/25/86,18,10.5,0.1
8/25/86,19,10.5,0.1
9/10/86,0,17.2,8.4
9/10/86,1,17.2,8.4
9/10/86,2,17.2,8.4
9/10/86,3,17.2,8.3
9/10/86,4,17.2,8.3
9/10/86,5,17.2,8.3
9/10/86,6,17.2,8.3
9/10/86,7,17.2,8.3
9/10/86,8,17.1,8.1
9/10/86,9,17.1,8.1
9/10/86,10,17.1,8
9/10/86,11,16.9,7.9
9/10/86,12,16.5,6.8
9/10/86,13,13.3,0.2
9/10/86,14,11.8,0.1
9/10/86,15,11.2,0.1
9/10/86,16,10.8,0.1
9/10/86,17,10.7,0.1
9/10/86,18,10.6,0.1
9/10/86,19,10.5,0.1
9/23/86,0,14.8,8.6
9/23/86,1,14.8,8.5
9/23/86,2,14.8,8.5
9/23/86,3,14.8,8.5
9/23/86,4,14.8,8.5
9/23/86,5,14.8,8.5
9/23/86,6,14.8,8.5
9/23/86,7,14.8,8.5
9/23/86,8,14.8,8.5
9/23/86,9,14.8,8.4
9/23/86,10,14.8,8.4
9/23/86,11,14.8,8.4
9/23/86,12,14.8,8.4
9/23/86,13,14.7,8.2
9/23/86,14,13.2,0.6
9/23/86,15,11.5,0.2
9/23/86,16,10.9,0.2
9/23/86,17,10.6,0.2
9/23/86,18,10.4,0.2
9/23/86,19,10.4,0.1
10/7/86,0,13.8,8.6
10/7/86,1,13.8,8.5
10/7/86,2,13.8,8.5
10/7/86,3,13.8,8.5
10/7/86,4,13.8,8.5
10/7/86,5,13.8,8.5
10/7/86,6,13.8,8.5
10/7/86,7,13.8,8.5
10/7/86,8,13.8,8.5
10/7/86,9,13.8,8.5
10/7/86,10,13.8,8.5
10/7/86,11,13.8,8.5
10/7/86,12,13.7,8.5
10/7/86,13,13.7,8.5
10/7/86,14,13.6,8.2
10/7/86,15,13.5,8.2
10/7/86,16,13,7.1
10/7/86,17,11.1,0.3
10/7/86,18,10.7,0.2
10/7/86,19,10.6,0.2
10/21/86,0,10.8,9.3
10/21/86,1,10.7,9.3
10/21/86,2,10.4,9.2
10/21/86,3,10.3,9.3
10/21/86,4,10.3,9.2
10/21/86,5,10.2,9.1
10/21/86,6,10.2,9.1
10/21/86,7,10.2,9
10/21/86,8,10.1,9
10/21/86,9,10.1,8.9
10/21/86,10,10.1,8.9
10/21/86,11,10,8.8
10/21/86,12,10,8.8
10/21/86,13,10,8.8
10/21/86,14,10,8.8
10/21/86,15,10,8.8
10/21/86,16,10,8.8
10/21/86,17,10,8.8
10/21/86,18,10,8.7
10/21/86,19,10,8.6
11/5/86,0,7.7,10
11/5/86,1,7.7,10
11/5/86,2,7.7,10
11/5/86,3,7.7,10
11/5/86,4,7.7,9.9
11/5/86,5,7.7,9.9
11/5/86,6,7.7,9.9
11/5/86,7,7.7,9.9
11/5/86,8,7.7,9.9
11/5/86,9,7.7,9.9
11/5/86,10,7.7,9.9
11/5/86,11,7.7,9.9
11/5/86,12,7.7,9.9
11/5/86,13,7.7,9.9
11/5/86,14,7.7,9.9
11/5/86,15,7.7,9.9
11/5/86,16,7.7,9.9
11/5/86,17,7.7,9.9
